Date,Action,Price,Amount_USD,Shares,Cash,Total_Value,Type
2024-01-19,GAP_SELL,74.42820027079767,30.0,2.6911353994764076,835.0,1035.296364468063,Bullish Gap x3
2024-01-22,INTRADAY_BUY,70.38807269163624,5.0,2.7621701616001633,830.0,1024.4238341213809,Volatility Dip
2024-01-23,INTRADAY_BUY,68.63763724546236,5.0,2.8350164919905723,825.0,1019.5888335621521,Volatility Dip
2024-01-24,INTRADAY_BUY,68.85991807151281,5.0,2.907627673357465,820.0,1020.2190033698585,Volatility Dip
2024-01-30,INTRADAY_BUY,69.53600191265167,5.0,2.9795328715637237,815.0,1022.1848034558636,Volatility Dip
2024-01-31,INTRADAY_BUY,69.21185029254275,5.0,3.0517748356040744,810.0,1021.2189830483785,Volatility Dip
2024-02-01,INTRADAY_BUY,68.3227370792351,5.0,3.12495691544671,805.0,1018.5056097180031,Volatility Dip
2024-02-08,INTRADAY_BUY,67.60960892096621,5.0,3.1989109003875913,800.0,1016.277114948221,Volatility Dip
2024-02-12,INTRADAY_SELL,68.99409061054972,5.0,3.126440925702028,805.0,1020.7059485164167,Volatility Spike
2024-02-13,GAP_BUY,67.71196408217698,10.0,3.2741253140600994,795.0,1016.6974556661838,Bearish Gap x2
2024-02-14,INTRADAY_BUY,66.47967998608998,5.0,3.349336265753101,790.0,1012.6628031130717,Volatility Dip
2024-02-15,INTRADAY_SELL,68.16021747454826,5.0,3.2759796922963473,795.0,1018.2914882691227,Volatility Spike
2024-02-16,INTRADAY_BUY,67.60960591237838,5.0,3.3499336805281374,790.0,1016.4876959731107,Volatility Dip
2024-02-20,GAP_BUY,66.00729071222855,15.0,3.577181304815512,775.0,1011.1200463173066,Bearish Gap x3
2024-02-22,INTRADAY_BUY,67.14651630831816,5.0,3.6516453317657915,770.0,1015.1952628216056,Volatility Dip
2024-02-26,GAP_BUY,68.05662969844714,5.0,3.7251135599480354,765.0,1018.5186741340476,Bearish Gap x1
2024-02-29,INTRADAY_BUY,68.44313172489352,5.0,3.798166909115304,760.0,1019.9584380737105,Volatility Dip
2024-03-01,INTRADAY_BUY,68.20232926749009,5.0,3.8714781882710345,755.0,1019.0438301483671,Volatility Dip
2024-03-05,INTRADAY_SELL,69.50579744899588,10.0,3.7276052975623406,765.0,1024.0901787821722,Volatility Spike
2024-03-11,INTRADAY_SELL,68.31183040971571,5.0,3.65441153346597,770.0,1019.6395409214365,Volatility Spike
2024-03-12,INTRADAY_BUY,68.21159958973944,5.0,3.727712849225645,765.0,1019.2732562569064,Volatility Dip
2024-03-14,INTRADAY_BUY,67.12799882224574,7.5,3.839439701382521,757.5,1015.2339037524894,Volatility Dip
2024-03-15,GAP_BUY,66.18426157079058,5.0,3.914986362799178,752.5,1011.6104814815789,Bearish Gap x1
2024-03-20,INTRADAY_SELL,68.73825019922366,5.0,3.8422466584059394,757.5,1021.6093121326385,Volatility Spike
2024-03-21,INTRADAY_SELL,70.31123846161837,10.0,3.700021884404002,767.5,1027.6531210275364,Volatility Spike
2024-03-22,INTRADAY_BUY,70.45291576295111,5.0,3.7709912679398547,762.5,1028.1773301429907,Volatility Dip
2024-03-25,INTRADAY_BUY,70.7492830590428,5.0,3.8416633621832315,757.5,1029.2949286286555,Volatility Dip
2024-03-27,INTRADAY_BUY,70.94377328992427,5.0,3.9121417109957006,752.5,1030.0420946229353,Volatility Dip
2024-03-28,INTRADAY_BUY,71.6329843363253,5.0,3.9819419579953848,747.5,1032.7383859052397,Volatility Dip
2024-04-01,INTRADAY_BUY,71.85728154643174,5.0,4.051524328666743,742.5,1033.631524377224,Volatility Dip
2024-04-02,INTRADAY_BUY,72.36192518136316,5.0,4.120621439992462,737.5,1035.6761003414554,Volatility Dip
2024-04-04,INTRADAY_BUY,72.88527632364578,5.0,4.18922240101232,732.5,1037.8326322789899,Volatility Dip
2024-04-05,INTRADAY_BUY,70.91339393251867,5.0,4.259730942808501,727.5,1029.5719783939185,Volatility Dip
2024-04-08,INTRADAY_BUY,71.2685227486812,5.0,4.329888142749796,722.5,1031.084731600809,Volatility Dip
2024-04-09,INTRADAY_BUY,71.66103527472016,5.0,4.399661067196561,717.5,1032.7842669331858,Volatility Dip
2024-04-10,GAP_BUY,70.94766061125402,10.0,4.540610041607336,707.5,1029.6456602000094,Bearish Gap x2
2024-04-11,INTRADAY_BUY,69.3620413817642,7.5,4.648738347098239,700.0,1022.4459816044222,Volatility Dip
2024-04-12,INTRADAY_SELL,71.37827925473417,5.0,4.578689026041394,705.0,1031.8189439213693,Volatility Spike
2024-04-18,INTRADAY_BUY,68.46487504769107,5.0,4.651719174661648,700.0,1018.4793720501583,Volatility Dip
2024-04-22,INTRADAY_BUY,68.96018065584236,5.0,4.724224785181338,695.0,1020.7833946449132,Volatility Dip
2024-04-23,INTRADAY_BUY,69.62371170322967,5.0,4.79603939945115,690.0,1023.9180644647176,Volatility Dip
2024-04-30,GAP_BUY,69.02074989777702,5.0,4.8684813825852835,685.0,1021.0262358894025,Bearish Gap x1
2024-05-01,INTRADAY_SELL,69.33206910144368,5.0,4.796364682985792,690.0,1022.541887636495,Volatility Spike
2024-05-02,INTRADAY_BUY,68.88541233861419,5.0,4.868948991190582,685.0,1020.3995589138428,Volatility Dip
2024-05-03,INTRADAY_BUY,69.0723327108101,5.0,4.941336875076505,680.0,1021.3096646714791,Volatility Dip
2024-05-06,INTRADAY_BUY,70.1003381180343,5.0,5.012663207220311,675.0,1026.389385697974,Volatility Dip
2024-05-13,INTRADAY_BUY,71.86662298643802,5.0,5.082236533365656,670.0,1035.2431768712913,Volatility Dip
2024-05-16,INTRADAY_BUY,72.6703377485364,5.0,5.1510403968801155,665.0,1039.327845397633,Volatility Dip
2024-05-17,INTRADAY_BUY,72.87593016527609,5.0,5.21965015580409,660.0,1040.3868602415514,Volatility Dip
2024-05-28,INTRADAY_BUY,70.32462312223483,5.0,5.290749008211863,655.0,1027.069930036837,Volatility Dip
2024-05-29,GAP_BUY,68.66356635678815,10.0,5.436386651733585,645.0,1018.2816956024664,Bearish Gap x2
2024-05-30,INTRADAY_BUY,69.22184991190504,5.0,5.5086181798762635,640.0,1021.3167408693862,Volatility Dip
2024-06-03,INTRADAY_BUY,70.6049980090059,5.0,5.579434696284383,635.0,1028.9359756225372,Volatility Dip
2024-06-04,GAP_BUY,70.26148195747878,5.0,5.650597442368019,630.0,1027.0193502459163,Bearish Gap x1
2024-06-05,INTRADAY_BUY,69.92277418039738,5.0,5.722104902685601,625.0,1025.10544894703,Volatility Dip
2024-06-07,INTRADAY_SELL,70.75678197322041,5.0,5.651440298381064,630.0,1029.8777290272205,Volatility Spike
2024-06-12,GAP_SELL,68.03379900374146,10.0,5.504454533269666,640.0,1014.488953341702,Bullish Gap x1
2024-06-13,GAP_BUY,67.38523579424329,5.0,5.578654763350736,635.0,1010.9189666430677,Bearish Gap x1
2024-06-14,GAP_BUY,66.64266755406356,5.0,5.6536817720751955,630.0,1006.7764347928762,Bearish Gap x1
2024-06-17,INTRADAY_BUY,66.04439038435956,5.0,5.729388428929796,625.0,1003.3939660638719,Volatility Dip
2024-06-21,INTRADAY_BUY,67.66116141581992,5.0,5.803286066738167,620.0,1012.6570753037498,Volatility Dip
2024-06-25,INTRADAY_BUY,67.8574152830776,5.0,5.876969981445819,615.0,1013.7959926371498,Volatility Dip
2024-06-26,GAP_BUY,67.79880886109329,5.0,5.950717589759175,610.0,1013.4515644544281,Bearish Gap x1
2024-07-01,INTRADAY_BUY,69.49604418539893,5.0,6.022664130869647,605.0,1023.5513325527343,Volatility Dip
2024-07-03,INTRADAY_BUY,70.15637556936613,5.0,6.093933491058534,600.0,1027.528286693441,Volatility Dip
2024-07-05,INTRADAY_BUY,69.85451718549439,5.0,6.1655108235125375,595.0,1025.6887817784082,Volatility Dip
2024-07-09,INTRADAY_SELL,70.8822323453004,10.0,6.024431745313006,605.0,1032.02517071968,Volatility Spike
2024-07-12,INTRADAY_SELL,74.12522006331419,10.0,5.889524894561554,615.0,1051.5623288777424,Volatility Spike
2024-07-16,INTRADAY_BUY,74.99573746263637,5.0,5.9561953503656735,610.0,1056.6892627721995,Volatility Dip
2024-07-17,INTRADAY_BUY,80.09921414107353,5.0,6.018617935326293,605.0,1087.0865668350066,Volatility Dip
2024-07-18,INTRADAY_BUY,80.18411938563882,5.0,6.080974422350274,600.0,1087.5975790627504,Volatility Dip
2024-07-25,INTRADAY_SELL,80.19616937503743,10.0,5.95628018722746,610.0,1087.670854740073,Volatility Spike
2024-07-26,INTRADAY_BUY,80.3822010942946,5.0,6.018483012379443,605.0,1088.7789117836803,Volatility Dip
2024-07-29,INTRADAY_BUY,80.34448131689906,5.0,6.080715040243046,600.0,1088.5518959441945,Volatility Dip
2024-07-31,INTRADAY_BUY,80.9104744070178,5.0,6.142511736364831,595.0,1091.9935386399532,Volatility Dip
2024-08-07,GAP_SELL,74.52822420220645,10.0,6.008334381315173,605.0,1052.7904918524825,Bullish Gap x1
2024-08-09,INTRADAY_BUY,73.41091454562812,12.5,6.178608789110906,592.5,1046.0773218282875,Volatility Dip
2024-08-12,INTRADAY_BUY,73.76937897611792,5.0,6.246387589331235,587.5,1048.2921333090956,Volatility Dip
2024-08-13,INTRADAY_BUY,73.79769185183905,5.0,6.314140385855526,582.5,1048.4689865046182,Volatility Dip
2024-08-14,INTRADAY_BUY,74.60894913701418,5.0,6.381156475183066,577.5,1053.5913788922621,Volatility Dip
2024-08-20,INTRADAY_BUY,76.22207894666293,5.0,6.446754266126275,572.5,1063.885012622413,Volatility Dip
2024-08-21,INTRADAY_BUY,76.165474805536,5.0,6.512400807590973,567.5,1063.5200996341225,Volatility Dip
2024-08-22,INTRADAY_SELL,78.00522108834768,10.0,6.384204260481978,577.5,1075.5012648120678,Volatility Spike
2024-08-27,INTRADAY_SELL,81.25784532631789,10.0,6.261139220302267,587.5,1096.2666823298641,Volatility Spike
2024-08-28,INTRADAY_BUY,80.38220853824262,5.0,6.32334203969384,582.5,1090.7841984933066,Volatility Dip
2024-08-29,INTRADAY_BUY,80.36334239879051,5.0,6.385559461851175,577.5,1090.6649014405825,Volatility Dip
2024-09-03,GAP_BUY,82.01426691618539,5.0,6.446524464502601,572.5,1101.2069781134355,Bearish Gap x1
2024-09-04,INTRADAY_BUY,81.55194959828516,5.0,6.507835077242448,567.5,1098.2266382132284,Volatility Dip
2024-09-05,INTRADAY_BUY,81.8255131158019,5.0,6.568940712998423,562.5,1100.0069444683777,Volatility Dip
2024-09-06,INTRADAY_BUY,80.33505511528374,5.0,6.631180042925126,557.5,1090.2162142277596,Volatility Dip
2024-09-13,INTRADAY_SELL,79.9645106900451,5.0,6.568652304596547,562.5,1087.7590674301,Volatility Spike
2024-09-16,INTRADAY_SELL,80.88142690079671,5.0,6.506833414999895,567.5,1093.7819712109754,Volatility Spike
2024-09-19,INTRADAY_BUY,83.33487401338729,5.0,6.566832305730765,562.5,1109.746142865115,Volatility Dip
2024-09-20,GAP_BUY,84.23445860480122,5.0,6.626190436391499,557.5,1115.6535640217494,Bearish Gap x1
2024-09-23,INTRADAY_BUY,84.17445575010585,5.0,6.685590879856721,552.5,1115.2559736798107,Volatility Dip
2024-09-30,INTRADAY_BUY,83.0047121594525,5.0,6.74582842384573,547.5,1107.4355465983679,Volatility Dip
2024-10-01,INTRADAY_BUY,83.25768463219947,5.0,6.805882940399824,542.5,1109.142055495475,Volatility Dip
2024-10-02,INTRADAY_BUY,82.50599331952877,5.0,6.866484598519811,537.5,1104.0261324141227,Volatility Dip
2024-10-09,INTRADAY_BUY,84.39951391802667,5.0,6.925726645871603,532.5,1117.0279624406885,Volatility Dip
2024-10-11,INTRADAY_BUY,85.57938687873387,5.0,6.984151930070999,527.5,1125.1994400434019,Volatility Dip
2024-10-15,INTRADAY_BUY,87.38727218856742,5.0,7.0413685003423625,522.5,1137.825985719423,Volatility Dip
2024-10-16,INTRADAY_BUY,88.54811816682981,5.0,7.097834974204401,517.5,1145.9999300245088,Volatility Dip
2024-10-17,INTRADAY_BUY,88.49102977873218,5.0,7.154337876391236,512.5,1145.5947260668486,Volatility Dip
2024-10-18,INTRADAY_BUY,88.32927113306175,5.0,7.210944253143376,507.5,1144.4374500612948,Volatility Dip
2024-10-23,INTRADAY_SELL,87.22875862062816,10.0,7.096303162772119,517.5,1136.5017156842493,Volatility Spike
2024-10-25,INTRADAY_BUY,88.14848061598737,5.0,7.153025637907931,512.5,1143.028341788788,Volatility Dip
2024-10-28,INTRADAY_SELL,88.81562336905928,10.0,7.040432834742585,522.5,1147.8004310056558,Volatility Spike
2024-10-31,INTRADAY_BUY,88.3292762331128,5.0,7.097039208226325,517.5,1144.3763366606552,Volatility Dip
2024-11-04,INTRADAY_BUY,88.30072429104507,5.0,7.153663885318663,512.5,1144.1737024083295,Volatility Dip
2024-11-06,GAP_SELL,93.37654613132172,20.0,6.939477338175736,532.5,1180.4844257954283,Bullish Gap x2
2024-11-07,INTRADAY_BUY,91.71668254185265,5.0,6.993993047438535,527.5,1168.9658400318447,Volatility Dip
2024-11-08,INTRADAY_BUY,90.60339962759636,5.0,7.049178614652914,522.5,1161.179547069704,Volatility Dip
2024-11-12,INTRADAY_BUY,91.49782499418052,5.0,7.103824722364414,517.5,1167.4845112362323,Volatility Dip
2024-11-19,GAP_BUY,90.98400882068061,5.0,7.15877943434962,512.5,1163.8344512001727,Bearish Gap x1
2024-11-20,INTRADAY_BUY,90.67951775799557,5.0,7.213918677738011,507.5,1161.65466684268,Volatility Dip
2024-12-02,INTRADAY_BUY,94.39043333047638,5.0,7.266890147659059,502.5,1188.424910002508,Volatility Dip
2024-12-03,INTRADAY_BUY,94.48558559255966,5.0,7.319808272351231,497.5,1189.1163710383685,Volatility Dip
2024-12-04,INTRADAY_BUY,92.76333365611673,5.0,7.373708879443852,492.5,1176.5098170669207,Volatility Dip
2024-12-05,INTRADAY_SELL,94.78339390735738,10.0,7.268205166316907,502.5,1191.4051532785054,Volatility Spike
2024-12-06,INTRADAY_BUY,94.09546316007132,5.0,7.321342691040009,497.5,1186.4051314670126,Volatility Dip
2024-12-09,INTRADAY_BUY,94.7710463309476,5.0,7.3741014205631545,492.5,1191.3513073772972,Volatility Dip
2024-12-10,INTRADAY_BUY,94.58073821720413,5.0,7.42696630715896,487.5,1189.947956045397,Volatility Dip
2024-12-11,INTRADAY_BUY,95.6274023035479,5.0,7.479252575315953,482.5,1197.7214949495851,Volatility Dip
2024-12-13,INTRADAY_BUY,96.02703494151964,5.0,7.531321245384179,477.5,1200.7104483863159,Volatility Dip
2024-12-16,INTRADAY_BUY,95.44660680151388,5.0,7.583706554485819,472.5,1196.3390576040715,Volatility Dip
2024-12-20,INTRADAY_SELL,92.92394297215786,5.0,7.529899108954821,477.5,1177.20791538662,Volatility Spike
2024-12-23,GAP_BUY,93.3287022896004,5.0,7.583473195782739,472.5,1180.2557122103717,Bearish Gap x1
2024-12-27,GAP_BUY,94.66853096604204,5.0,7.636289057072417,467.5,1190.416267065108,Bearish Gap x1
2024-12-30,GAP_BUY,93.21385435426708,10.0,7.743569247010644,457.5,1179.3079359730318,Bearish Gap x2
2025-01-07,INTRADAY_BUY,95.05990200088327,5.0,7.796167660166525,452.5,1193.6029337578852,Volatility Dip
2025-01-10,GAP_BUY,93.21790968531265,5.0,7.849805421588972,447.5,1179.2424528369584,Bearish Gap x1
2025-01-13,GAP_BUY,89.97721964914662,5.0,7.9053750426496885,442.5,1153.803666621373,Bearish Gap x1
2025-01-15,GAP_SELL,94.47173377359243,10.0,7.799523275136184,452.5,1189.3344864096034,Bullish Gap x1
2025-01-17,GAP_BUY,92.26306318427388,25.0,8.070487614896596,427.5,1172.1079087411044,Bearish Gap x5
2025-01-21,INTRADAY_BUY,93.64066219280387,5.0,8.123883221921513,422.5,1183.2258044777395,Volatility Dip
2025-01-22,INTRADAY_BUY,94.56124814044902,5.0,8.176759004531464,417.5,1190.7045372121506,Volatility Dip
2025-01-24,INTRADAY_SELL,95.3758829733785,5.0,8.12433485028908,422.5,1197.3656099177117,Volatility Spike
2025-01-27,INTRADAY_BUY,95.64485069642512,5.0,8.17661157991533,417.5,1199.5507937636626,Volatility Dip
2025-01-28,GAP_BUY,95.91847031676228,5.0,8.228739183530024,412.5,1201.7880751198034,Bearish Gap x1
2025-01-29,INTRADAY_SELL,98.57437259062698,10.0,8.127292938048662,422.5,1223.6428022283803,Volatility Spike
2025-01-30,INTRADAY_BUY,97.70657970037422,5.0,8.17846656438307,417.5,1216.5899951997403,Volatility Dip
2025-01-31,INTRADAY_BUY,97.81206990842352,5.0,8.229585000018686,412.5,1217.4527433391413,Volatility Dip
2025-02-03,GAP_BUY,96.03421617219061,15.0,8.38577932947627,397.5,1202.8217448992118,Bearish Gap x3
2025-02-10,INTRADAY_BUY,95.65443291587805,5.0,8.438050822261106,392.5,1199.6369663187445,Volatility Dip
2025-02-11,INTRADAY_BUY,93.58312649026644,20.0,8.65176456265511,372.5,1182.1591774309577,Volatility Dip
2025-02-12,GAP_BUY,94.07630172661528,5.0,8.704912910413613,367.5,1186.4260134639799,Bearish Gap x1
2025-02-13,INTRADAY_BUY,94.65714620983809,5.0,8.757735124057323,362.5,1191.4822141049285,Volatility Dip
2025-02-18,INTRADAY_BUY,95.38594646609641,5.0,8.810153747400093,357.5,1197.8648537075842,Volatility Dip
2025-02-19,GAP_BUY,96.26567840576172,5.0,8.862093338776834,352.5,1205.615427352534,Bearish Gap x1
2025-02-26,INTRADAY_BUY,93.45846157689688,5.0,8.91559304244878,347.5,1180.7376097929484,Volatility Dip
2025-02-27,INTRADAY_BUY,93.71738237862206,5.0,8.968944938042704,342.5,1183.0460422913548,Volatility Dip
2025-02-28,INTRADAY_BUY,94.0913700145195,5.0,9.022084774344677,337.5,1186.4003168052277,Volatility Dip
2025-03-03,INTRADAY_BUY,95.69279722254267,5.0,9.074335310906713,332.5,1200.8485288359548,Volatility Dip
2025-03-04,GAP_BUY,92.01228726000349,10.0,9.183016447935103,322.5,1167.4503473207415,Bearish Gap x2
2025-03-05,INTRADAY_SELL,89.99928184945621,5.0,9.127460449073205,327.5,1148.9648855259034,Volatility Spike
2025-03-06,GAP_BUY,88.40510065545357,5.0,9.184018271675395,322.5,1134.414059728988,Bearish Gap x1
2025-03-07,INTRADAY_BUY,85.70063296699385,5.0,9.242360897941944,317.5,1109.5761790630183,Volatility Dip
2025-03-10,GAP_BUY,84.33495450487237,20.0,9.479510489323351,297.5,1096.9540858455453,Bearish Gap x4
2025-03-19,INTRADAY_BUY,84.90470556751595,5.0,9.538400040456933,292.5,1102.355047020178,Volatility Dip
2025-03-20,GAP_BUY,86.33145865529342,5.0,9.596316355991044,287.5,1115.963988730357,Bearish Gap x1
2025-03-21,GAP_BUY,86.54363741606512,5.0,9.654090678278449,282.5,1118.0001232427444,Bearish Gap x1
2025-03-25,INTRADAY_BUY,89.29665106255051,5.0,9.710083819572153,277.5,1144.577966624452,Volatility Dip
2025-03-26,INTRADAY_BUY,88.98979839050187,5.0,9.766270035188231,272.5,1141.5984014586004,Volatility Dip
2025-03-27,GAP_BUY,88.78125213497815,5.0,9.822588231651583,267.5,1139.5616824123283,Bearish Gap x1
2025-03-31,INTRADAY_SELL,86.34946891104643,5.0,9.764683995956158,272.5,1115.6752771350089,Volatility Spike
2025-04-02,INTRADAY_SELL,86.62366736323568,5.0,9.706963050258562,277.5,1118.3527383728174,Volatility Spike
2025-04-03,GAP_BUY,83.25739231345601,25.0,10.007236687293426,252.5,1085.6764308475986,Bearish Gap x5
2025-04-04,GAP_BUY,77.84893339688539,25.0,10.328371466013467,227.5,1031.552702355974,Bearish Gap x5
2025-04-07,GAP_BUY,71.90544639826184,25.0,10.676050275509104,202.5,970.1661608307685,Bearish Gap x5
2025-04-08,GAP_SELL,77.0901812287528,20.0,10.41661386374801,222.5,1025.518650546273,Bullish Gap x2
2025-04-09,INTRADAY_SELL,72.95822534425284,5.0,10.348081495034167,227.5,982.4776615953956,Volatility Spike
2025-04-11,INTRADAY_SELL,76.83718393207113,5.0,10.283008834323171,232.5,1022.6174411780019,Volatility Spike
2025-04-14,GAP_SELL,78.64658619348475,10.0,10.155857733633331,242.5,1041.2235406169625,Bullish Gap x1
2025-04-15,INTRADAY_BUY,78.86155665055244,5.0,10.219259981983003,237.5,1043.406749995876,Volatility Dip
2025-04-16,GAP_BUY,78.63685406981514,5.0,10.282843400459546,232.5,1041.110455904699,Bearish Gap x1
2025-04-17,GAP_BUY,73.44238628977371,25.0,10.623246283085939,207.5,987.6965571738002,Bearish Gap x5
2025-04-22,GAP_SELL,79.94033595565301,10.0,10.498152988437447,217.5,1056.725876809532,Bullish Gap x1
